"Partie";"Nom de la section";"Champ";"Type";"Traduction"
"contenu";"";"structurereferente_typeorient_id";"text";"Structurereferente.typeorient_id"
"contenu";"";"structurereferente_lib_struc";"text";"Type de structure"
"contenu";"";"structurereferente_num_voie";"text";"Structurereferente.num_voie"
"contenu";"";"structurereferente_type_voie";"text";"Structurereferente.type_voie"
"contenu";"";"structurereferente_nom_voie";"text";"Structurereferente.nom_voie"
"contenu";"";"structurereferente_code_postal";"text";"Structurereferente.code_postal"
"contenu";"";"structurereferente_ville";"text";"Ville"
"contenu";"";"structurereferente_code_insee";"text";"Structurereferente.code_insee"
"contenu";"";"structurereferente_filtre_zone_geo";"text";"Structurereferente.filtre_zone_geo"
"contenu";"";"structurereferente_contratengagement";"text";"Gestion des CERs"
"contenu";"";"structurereferente_apre";"text";"Gestion des APREs"
"contenu";"";"structurereferente_orientation";"text";"Structurereferente.orientation"
"contenu";"";"structurereferente_pdo";"text";"Structurereferente.pdo"
"contenu";"";"structurereferente_numtel";"text";"Structurereferente.numtel"
"contenu";"";"structurereferente_actif";"text";"Structurereferente.actif"
"contenu";"";"structurereferente_typestructure";"text";"Structurereferente.typestructure"
"contenu";"";"structurereferente_cui";"text";"Gestion des CUIs"
"contenu";"";"personnechargeinsertion_id";"text";"PersonneChargeinsertion.id"
"contenu";"";"personnechargeinsertion_personne_id";"text";"PersonneChargeinsertion.personne_id"
"contenu";"";"personnechargeinsertion_referent_id";"text";"PersonneChargeinsertion.referent_id"
"contenu";"";"personnechargeinsertion_dddesignation";"date";"PersonneChargeinsertion.dddesignation"
"contenu";"";"personnechargeinsertion_dfdesignation";"text";"PersonneChargeinsertion.dfdesignation"
"contenu";"";"personnechargeinsertion_structurereferente_id";"text";"PersonneChargeinsertion.structurereferente_id"
"contenu";"";"personnechargeinsertion_haspiecejointe";"text";"PersonneChargeinsertion.haspiecejointe"
"contenu";"";"chargeinsertion_id";"text";"Chargeinsertion.id"
"contenu";"";"chargeinsertion_structurereferente_id";"text";"Chargeinsertion.structurereferente_id"
"contenu";"";"chargeinsertion_nom";"text";"Chargeinsertion.nom"
"contenu";"";"chargeinsertion_prenom";"text";"Chargeinsertion.prenom"
"contenu";"";"chargeinsertion_numero_poste";"text";"Chargeinsertion.numero_poste"
"contenu";"";"chargeinsertion_email";"text";"Chargeinsertion.email"
"contenu";"";"chargeinsertion_qual";"text";"Chargeinsertion.qual"
"contenu";"";"chargeinsertion_fonction";"text";"Chargeinsertion.fonction"
"contenu";"";"chargeinsertion_actif";"text";"Chargeinsertion.actif"
"contenu";"";"chargeinsertion_datecloture";"text";"Chargeinsertion.datecloture"
"contenu";"";"chargeinsertion_nom_complet";"text";"Chargeinsertion.nom_complet"
"contenu";"";"structurechargeinsertion_id";"text";"StructureChargeinsertion.id"
"contenu";"";"structurechargeinsertion_typeorient_id";"text";"StructureChargeinsertion.typeorient_id"
"contenu";"";"structurechargeinsertion_lib_struc";"text";"StructureChargeinsertion.lib_struc"
"contenu";"";"structurechargeinsertion_num_voie";"text";"StructureChargeinsertion.num_voie"
"contenu";"";"structurechargeinsertion_type_voie";"text";"StructureChargeinsertion.type_voie"
"contenu";"";"structurechargeinsertion_nom_voie";"text";"StructureChargeinsertion.nom_voie"
"contenu";"";"structurechargeinsertion_code_postal";"text";"StructureChargeinsertion.code_postal"
"contenu";"";"structurechargeinsertion_ville";"text";"StructureChargeinsertion.ville"
"contenu";"";"structurechargeinsertion_code_insee";"text";"StructureChargeinsertion.code_insee"
"contenu";"";"structurechargeinsertion_filtre_zone_geo";"text";"StructureChargeinsertion.filtre_zone_geo"
"contenu";"";"structurechargeinsertion_contratengagement";"text";"StructureChargeinsertion.contratengagement"
"contenu";"";"structurechargeinsertion_apre";"text";"StructureChargeinsertion.apre"
"contenu";"";"structurechargeinsertion_orientation";"text";"StructureChargeinsertion.orientation"
"contenu";"";"structurechargeinsertion_pdo";"text";"StructureChargeinsertion.pdo"
"contenu";"";"structurechargeinsertion_numtel";"text";"StructureChargeinsertion.numtel"
"contenu";"";"structurechargeinsertion_actif";"text";"StructureChargeinsertion.actif"
"contenu";"";"structurechargeinsertion_typestructure";"text";"StructureChargeinsertion.typestructure"
"contenu";"";"structurechargeinsertion_cui";"text";"StructureChargeinsertion.cui"
"contenu";"";"detailcalculdroitrsa_natpf_socle";"text";"Detailcalculdroitrsa.natpf_socle"
"contenu";"";"detailcalculdroitrsa_natpf_activite";"text";"Detailcalculdroitrsa.natpf_activite"
"contenu";"";"detailcalculdroitrsa_natpf_majore";"text";"Detailcalculdroitrsa.natpf_majore"
"contenu";"";"historiqueetatpe_id";"text";"Historiqueetatpe.id"
"contenu";"";"historiqueetatpe_informationpe_id";"text";"Historiqueetatpe.informationpe_id"
"contenu";"";"historiqueetatpe_identifiantpe";"text";"Identifiant Pôle Emploi"
"contenu";"";"historiqueetatpe_date";"text";"Date de radiation"
"contenu";"";"historiqueetatpe_etat";"text";"Historiqueetatpe.etat"
"contenu";"";"historiqueetatpe_code";"text";"Historiqueetatpe.code"
"contenu";"";"historiqueetatpe_motif";"text";"Historiqueetatpe.motif"
"contenu";"";"historiqueetatpe_codeinsee";"text";"Historiqueetatpe.codeinsee"
"contenu";"";"historiqueetatpe_localite";"text";"Historiqueetatpe.localite"
"contenu";"";"historiqueetatpe_adresse";"text";"Historiqueetatpe.adresse"
"contenu";"";"historiqueetatpe_ale";"text";"Historiqueetatpe.ale"
"contenu";"";"modeleodt_path";"text";""
